sample,Hash,nReads,kingdom,phylum,class,order,family,genus,species,Host_name,Host_DNA
Gb_Sva_7G6_s_26,c770016f14d297194d21859a099a36519b97635a,5,Chromista,Oomycota,NA,Pythiales,Pythiaceae,Pythium,Pythium insidiosum,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,d8ed22edb9b4c9c2eccdde41cecb635458209e93,5,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Euthora,Euthora cristata,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,975b5475c0b84c4bcc15f8224d54e81762353d26,4,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,d0e7fc10597fbd4e38adfa9ec129815add14008d,4,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,e7a64f236cc30b4d2d5e79e8e7c88b533414d3df,4,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora nasturtii-aquatici,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,035985d00341b7d5aaa3fb740091614503e99ff2,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,50aaa7fba2aba246932bbc57d349a6e653f78ab1,2,Metazoa,Annelida,Polychaeta,NA,Orbiniidae,NA,NA,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,5137c1bb77d52484166522c9cb4325d5d28b5c74,2,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,Dipturus batis,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,53ecfe608cd5cb149e58ac8ed89eca7a71902ea8,2,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes norvegicus,Geodia barretti,nsDNA
Gb_Sva_7G6_s_26,e730acf32176fd7b27c82e8ff7f9b5544f23f004,1,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Sw_15O5_s_21,f44ac08e3c5cfad380cfa3d770592e146930c7f2,89994,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Sw_15O5_s_21,9aef3586aa256c6e06806ccb09ae7bb0a0f24341,38979,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,e2238218b8ebaa54c49da039deaa060ece63588b,1731,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,caec9eb8ae3001c2d1102d260d30af214d133bae,737,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,4ea2927cbeb3631ea997eb64ef136172b079b020,728,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,237b10c5a4e852622e815af2fe3f7263bd1d59cb,548,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia catenata,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,68df9429cde7f934e640055cf1917c794d57c786,320,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,e855beb4edbcd8bc2319f72b1dd5a6adc544334d,268,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,df8c65d723d0c75b4874d7881b7489eb593894d0,128,Other Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,6af8f6ce1ad03146b0323cd99b9958040c755c02,122,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,7d50b92ac557759c682506e29ee7252dd4e7ec04,104,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Acinetosporaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,b067d692b9329fedae7dcd29471c971e820121ff,77,Other Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,913bd86c3638ee2b616020e99a80420b229b822a,76,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,d3e9d5cee0e3b6c98eff6c7defd69f5d81fa1830,64,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,Lafoea dumosa,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,b44c2c1dbdce28b8263badd1d595f9234a2b3c5c,57,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,6f553ac7c1c33692bc139c603b95c7384005e930,54,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Gibsmithia,Gibsmithia hawaiiensis,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,cd691b2146780fd146bb78a7c3fb0290231b99d0,50,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,329a549c91c7c8a50c6f6db5769aecb5b78ff91a,45,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia catenata,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,f3c3d65f63e5bdafb7e38323d9dba370b1fb81b3,42,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Rhizophyllidaceae,Contarinia,Contarinia sp. 1uncertain,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,4c3a157e3bab65e5061b666e05c92edc33172e5c,41,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,88199fd77707f6213dc62ef7ac6981abaf1a7a91,41,Other Eukaryota,NA,Dinophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,d140df532933eee8e96dbd09dc029b19e375fc6f,39,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,e64f574c4605dc812aceebd1d2a7d4607f42bd4d,38,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,61316716168d01b71b72a5140a56d94ded89efb2,36,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,305125ceaeb373a451aed7cd87d5536d26d07dd4,23,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,6f98e637735b187cd156c79b8f022a0bc63d5fc5,22,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,f480326f0c6c82489d3b525d63ed3f6d1313807f,20,Chromista,Phaeophyta,Phaeophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,ac6d5124a43d8d560637100bfbb7723319f3170a,19,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,3299d5f8bc0abdb2cee37adfcc86b5c76a9d500e,18,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Haplogloia,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,f8b9eb41062c85032102ea133d3e36085b5bbd75,18,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,17,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,c9d10f288b580cb04a7f050a698acba3eb9fb477,17,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter giovannonii,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,d13c23a0ea32fc57891f85c61e71e1cea6585af9,17,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,3b511054bab54f8bacab4b76655a375f8d048c03,14,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,72fcfcdddc4ba560979b8a273d2565a570567ac3,14,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,fbb46e13ee94cc6825bac20186729c358d30269e,14,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,420d0e9ccab6e12abc37ffdb32f9d489e065d9ba,13,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,51e9b4edf20079169560eee3c351076206a33adf,13,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,eb2836b7bee247fb8e3fade0b8122212ab61a1da,13,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,a0bb10623f672ff04875ef0200dbe5f2fd47162b,12,Viridiplantae,Streptophyta,Charophyceae,Charales,Characeae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,cbc84fc9cafee62700315e8cb2dd27fbde6be74d,12,Other Eukaryota,Bacillariophyta,NA,NA,NA,NA,uncultured diatom,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,b4b55697ee3c7d4df22908980cea0fa9fae0c368,11,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,f0e2134a9a2b79eae3ca2783126034fd9c698636,11,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,10,Other Eukaryota,Haptophyta,NA,Isochrysidales,Noelaerhabdaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,d5798eead82bc40ae3e15fc22dc8a8f73c020d3e,10,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,1e7deb3d906512de276bf99fa27ecf9b9a2f4849,9,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,104efe0cff0389836a5ff89b16c50bfa6b339efc,8,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,739346680c620bc482ee29b5bbe2c37a9512e0bd,8,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Sw_15O5_s_21,77bdf39167ea91b04a63e2a9551d8b699b99e8b5,8,Metazoa,Porifera,Demospongiae,Scopalinida,Scopalinidae,Scopalina,Scopalina sp.,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,acb00ca711a0d2a147fe108da162f450b27ec670,8,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,18ec439fa71856e74aea3d8888f0ebb48941969c,7,Other Eukaryota,NA,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,25b960e03687602d88a1a63a7d16881183b93c16,7,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora gallica,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,a688e972c71a5b85088271a0ebb6d5b9f176ce27,7,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,bc7798d3a55901fe59d6bb982bb5e6ab5a08c019,6,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,10ffc0ee22bf90a6b7a8d71733c7990af030c932,5,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,18dbf0b4798f00d1aa4f21e498876b0d96efa4f3,5,Chromista,Bacillariophyta,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,2a78e423866a5c361be808e227ebf1f97b9119f1,5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,a70bab44796e190d5b81ce48ee3d7b579add02c0,5,Metazoa,Porifera,Demospongiae,Axinellida,Raspailiidae,Echinodyctium,Echinodictyum sp.,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,2ad014f939bdcab1f467d610ed7424bbe4643012,4,Metazoa,Mollusca,Gastropoda,NA,Planorbidae,Bulinus,Bulinus globosus,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,3d332cc5ed9ac7f992034b5eb44a9b5e991c2b00,4,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,48238b65055a8a65e88dcab3a9c221a4a21c94fb,4,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,694ff49eb24ae7eccd23166f87c68b0064d91f6f,4,Chromista,Oomycota,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,93b1a402f944324962d7a939035eb04753ead8b7,4,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,c23388ade64338a4f0bdbb8d89bfeefb52c2763a,4,Chromista,Phaeophyta,Phaeophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,d0ba7f801cf305d1b6c4f0d5f4534e83dbe783b4,4,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,48e329c92b67470dfcca260dbc452e84afaf68f0,3,Metazoa,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Polycarpa pomaria,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,571202843db344430ba4f6bece494e02b9e81326,3,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Annulariidae,Diplopoma,Diplopoma pujalsi,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,5f28e287ebf3fcc2a8eed6f51a59e851059b7ac9,3,Chromista,Haptophyta,Prymnesiophyceae ,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,74921bcd93c3a91faa62e988fd5768b8828e6cfb,3,Chromista,Phaeophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota dichotoma,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,86ac30c9fa6d1fee94c933070dadec94c20df658,3,Chromista,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae ,Aureococcus,Aureococcus anophagefferens,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,95b07f0e932b2d241504fa94d8892d299aa8b4e5,3,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,a461bfde42632d386e8719eb23fab9e277b81a83,3,Metazoa,Mollusca,Gastropoda,NA,Planorbidae,Biomphalaria,Biomphalaria glabrata,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,c7462f2eb40889a4eb4d014edf2a0b3dc55efe3f,3,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,Palmaria decipiens,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,0c83a17f5dda13bd4bba40aa2e5b18988ab47339,2,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,1bd8636f6fda308465abd981899b380b288adee7,2,Other Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia cf. promare,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,4553661bd82e121d41635a3578de8deed3f5732a,2,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,4aef5cca6bf8bbd9319d24069765ef96d69e5ef7,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,913ee8476defafe26566eeb215a56d259fcaa414,2,Chromista,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,acf66e95ddf5c4c9031d1115bc08a430057c7f68,2,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora nasturtii-aquatici,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,bfd82893018434dca1e446edd3ad99661e37305a,2,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,d121e6693eaa7e63eb5633597e604bce89fe1798,2,Chromista,Haptophyta,Prymnesiophyceae ,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,0bce5dbbf0ca1579dc8d598b78729404a0fab019,1,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_15O5_s_21,ae8e6dff7bdc3297ddb2b17e7132683a3b8020ef,1,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Sw_22V6_s_06,f44ac08e3c5cfad380cfa3d770592e146930c7f2,76894,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Sw_22V6_s_06,9aef3586aa256c6e06806ccb09ae7bb0a0f24341,16961,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,e2238218b8ebaa54c49da039deaa060ece63588b,885,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,4ea2927cbeb3631ea997eb64ef136172b079b020,144,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,68df9429cde7f934e640055cf1917c794d57c786,101,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,caec9eb8ae3001c2d1102d260d30af214d133bae,49,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,b067d692b9329fedae7dcd29471c971e820121ff,44,Other Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,2ad54902cb598c63ccfee89a89b438c3a3d1b43c,25,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,df8c65d723d0c75b4874d7881b7489eb593894d0,22,Other Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,6af8f6ce1ad03146b0323cd99b9958040c755c02,20,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,e64f574c4605dc812aceebd1d2a7d4607f42bd4d,16,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,6f98e637735b187cd156c79b8f022a0bc63d5fc5,15,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,7d50b92ac557759c682506e29ee7252dd4e7ec04,13,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Acinetosporaceae,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,056341012782362153e6a88bbe248e5180ae6b8a,11,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,d140df532933eee8e96dbd09dc029b19e375fc6f,11,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,f61e823b4ae1bf0dc2d5b26ea946fc75371553de,10,Other Eukaryota,NA,Dinophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,77bdf39167ea91b04a63e2a9551d8b699b99e8b5,9,Metazoa,Porifera,Demospongiae,Scopalinida,Scopalinidae,Scopalina,Scopalina sp.,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,51e9b4edf20079169560eee3c351076206a33adf,7,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,8024afae93a83cc27b13d928604226a8c61a16e5,6,Metazoa,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,ac6d5124a43d8d560637100bfbb7723319f3170a,6,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,cf5a1f2072d96cad4688641f4efe202158198cf6,6,Metazoa,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Polycarpa pomaria,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,d3e9d5cee0e3b6c98eff6c7defd69f5d81fa1830,6,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,Lafoea dumosa,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,2fa4fc29f2f76fb78e79630887df3fe9a37f32da,5,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,61316716168d01b71b72a5140a56d94ded89efb2,5,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,5,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,3b20061f89ea3002e13e9083f08b1a8e4f2cd5b9,4,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,77c12cc669dac67eb74c48091e4ab9674f3828bc,4,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,d13c23a0ea32fc57891f85c61e71e1cea6585af9,4,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,913bd86c3638ee2b616020e99a80420b229b822a,3,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,b7253b087715a8492755c4a98f8d09b1b42bd17c,3,Metazoa,Mollusca,Bivalvia,Galeommatida,Montacutidae,Kurtiella,Kurtiella bidentata,Geodia barretti,nsDNA
Gb_Sw_22V6_s_06,074f6157430ee1cb6a0a390c7abe5807d9fa1ae0,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Sw_22V6_s_06,f241da1f32e83878c6276cc483179ada34c66dc2,2,Other Eukaryota,NA,Dictyochophyceae,Florenciellales,NA,Pseudochattonella,NA,Geodia barretti,nsDNA
Gh_Can_M_Trip8-75.5_d_66,f8b9eb41062c85032102ea133d3e36085b5bbd75,111644,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia parva,Host DNA
Gh_Can_M_Trip8-75.5_d_66,4aef5cca6bf8bbd9319d24069765ef96d69e5ef7,256,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia parva,nsDNA
Gh_Can_M_Trip8-75.5_d_66,2d9ac27f72366b72bf7bcfc421c3cd2a84ea4bd8,108,Metazoa,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,Geodia parva,nsDNA
Gh_Can_M_Trip8-75.5_d_66,19ea437d307353a3f2eeac137706a5adcaed96a6,106,Metazoa,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus acutus,Geodia parva,nsDNA
Gh_Can_M_Trip8-75.5_d_66,b13a0e9b341f8a8917d32bba9c86f3cea91ce72e,88,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia parva,nsDNA
Gh_Can_M_Trip8-75.5_d_66,739346680c620bc482ee29b5bbe2c37a9512e0bd,62,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia parva,nsDNA
Gh_Can_M_Trip8-75.5_d_66,d0e7fc10597fbd4e38adfa9ec129815add14008d,58,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Geodia parva,nsDNA
